Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2196,Data Analytics Course,148,"5,080",192,12,6,0.058,"1,070",11/17/2024,Hydrabad,tablet,data analytics course
A2197,Data Analytics Course,,"3,334",223,14,10,0.048,"1,317",3/11/2024,Hydrabad,tablet,data analytics course
A2198,Data Analytics Course,101,"5,166",204,30,5,0.05,"1,763",11/13/2024,Hydrabad,desktop,data anaytics training
A2199,Data Analytics Course,113,"5,642",246,19,7,0.062,"1,366",20/11/2024,Hydrabad,mobile,data anaytics training
A2200,Data Analytics Course,97,"5,552",229,14,6,0.062,"1,304",11/7/2024,Hydrabad,desktop,analytics for data
A2201,Data Analytics Course,155,"3,662",208,23,4,0.026,"1,913",11/27/2024,Hydrabad,desktop,online data analytic
A2202,Data Analytics Course,109,5187,$222.69,17,7,,"$1,690",23/11/2024,,TABLET,learn data analytics
A2203,Data Analytics Course,181,"3,647",227,30,6,0.033,"1,412",11/30/2024,Hydrabad,desktop,data analytics course
A2204,Data Analytics Course,131,3626,$193.68,27,3,0.05,,25/11/2024,,Tablet,data analitics online
A2205,Data Analytics Course,,5650,$225.22,26,3,,"$1,774",2/11/2024,,DESKTOP,online data analytic
A2206,Data Analytics Course,109,"5,219",216,15,3,0.028,"1,408",18/11/2024,Hydrabad,tablet,learn data analytics
A2207,Data Analytics Course,191,"3,333",188,13,5,0.026,"1,360",11/26/2024,Hydrabad,desktop,learn data analytics
A2208,Data Analytics Course,101,"4,435",222,11,10,0.099,"1,277",11/21/2024,Hydrabad,mobile,data anaytics training
A2209,Data Analytics Course,152,5204,$210.28,11,7,0.046,,11/23/2024,,MOBILE,online data analytic
A2210,Data Analytics Course,164,"3,856",242,27,4,0.024,"1,786",21/11/2024,Hydrabad,desktop,data anaytics training
A2211,Data Analytics Course,83,4143,$203.11,23,10,,"$1,517",11/26/2024,,MOBILE,learn data analytics
A2212,Data Analytics Course,199,"5,895",240,21,4,0.02,"1,592",11/30/2024,Hydrabad,mobile,data anaytics training
A2213,Data Analytics Course,141,4039,$205.80,28,6,,"$1,220",11/8/2024,,DESKTOP,data analitics online
A2214,Data Analytics Course,131,"4,773",215,26,7,0.053,"1,363",11/8/2024,Hydrabad,tablet,data analitics online
A2215,Data Analytics Course,,5360,$229.38,30,7,,"$1,896",11/19/2024,,tablet,learn data analytics
A2216,Data Analytics Course,164,"5,380",223,13,5,0.047,"1,661",23/11/2024,Hydrabad,desktop,analytics for data
A2217,Data Analytics Course,149,"3,323",198,23,4,0.027,"1,181",11/17/2024,Hydrabad,mobile,data analitics online
A2218,Data Analytics Course,112,"3,870",215,26,6,0.054,"1,483",11/3/2024,Hydrabad,desktop,learn data analytics
A2219,Data Analytics Course,139,"4,486",205,28,4,0.058,"1,853",24/11/2024,Hydrabad,tablet,online data analytic
A2220,Data Analytics Course,105,"3,384",240,26,8,0.057,"1,399",11/3/2024,Hydrabad,desktop,data analitics online
A2221,Data Analytics Course,83,5066,$236.91,22,,,,11/21/2024,,DESKTOP,learn data analytics
A2222,Data Analytics Course,127,"5,947",210,27,3,0.024,"1,155",11/28/2024,Hydrabad,desktop,learn data analytics
A2223,Data Analytics Course,133,"4,286",216,18,9,0.054,"1,839",8/11/2024,Hydrabad,desktop,data analitics online
A2224,Data Analytics Course,197,"5,733",185,14,5,0.025,"1,295",11/5/2024,Hydrabad,tablet,data anaytics training
A2225,Data Analytics Course,125,"5,103",222,30,7,0.052,"1,398",8/11/2024,Hydrabad,tablet,analytics for data
A2226,Data Analytics Course,147,5228,$210.94,12,9,,"$1,784",11/28/2024,,Desktop,data anaytics training
A2227,Data Analytics Course,153,"3,666",198,16,4,0.026,"1,820",11/20/2024,Hydrabad,mobile,learn data analytics
A2228,Data Analytics Course,196,"3,440",213,15,5,0.026,"1,539",11/26/2024,Hydrabad,tablet,learn data analytics
A2229,Data Analytics Course,87,"3,031",234,17,7,0.08,"1,167",11/5/2024,Hydrabad,desktop,data analitics online
A2230,Data Analytics Course,151,"5,957",188,15,8,0.053,"1,468",11/25/2024,Hydrabad,tablet,analytics for data
A2231,Data Analytics Course,93,"4,689",198,15,4,0.043,"1,073",25/11/2024,Hydrabad,mobile,data analitics online
A2232,Data Analytics Course,145,"3,085",195,26,5,0.033,"1,673",24/11/2024,Hydrabad,desktop,online data analytic
A2233,Data Analytics Course,128,"3,341",186,25,5,0.039,"1,516",11/20/2024,Hydrabad,tablet,online data analytic
A2234,Data Analytics Course,134,5521,$243.57,15,3,,"$1,658",24/11/2024,,Desktop,online data analytic
A2235,Data Analytics Course,104,3696,$206.54,28,,0.053,"$1,985",11/11/2024,,desktop,data anaytics training
A2236,Data Analytics Course,177,"3,765",216,26,10,0.056,"1,507",11/20/2024,Hydrabad,tablet,data analitics online
A2237,Data Analytics Course,94,5455,$249.09,15,3,,,14/11/2024,,MOBILE,analytics for data
A2238,Data Analytics Course,198,"5,260",206,13,10,0.051,"1,766",11/12/2024,Hydrabad,desktop,analytics for data
A2239,Data Analytics Course,140,"4,404",186,23,6,0.059,"1,625",11/9/2024,Hydrabad,tablet,analytics for data
A2240,Data Analytics Course,137,5445,$237.51,20,5,,"$1,904",25/11/2024,,TABLET,learn data analytics
A2241,Data Analytics Course,153,3068,,25,8,0.052,"$1,165",19/11/2024,,tablet,analytics for data
A2242,Data Analytics Course,177,,$240.09,26,10,,,11/8/2024,,mobile,data anaytics training
A2243,Data Analytics Course,100,4042,,13,6,,"$1,678",11/18/2024,,Desktop,analytics for data
A2244,Data Analytics Course,160,"5,645",195,25,6,0.031,"1,600",16/11/2024,Hydrabad,tablet,data analitics online
A2245,Data Analytics Course,194,3751,$244.34,23,5,0.026,,2/11/2024,,Mobile,data analitics online
A2246,Data Analytics Course,128,5010,$202.34,26,7,0.055,,11/16/2024,,Tablet,data anaytics training
A2247,Data Analytics Course,80,4506,$236.47,11,5,,"$1,953",20/11/2024,,DESKTOP,data analytics course
A2248,Data Analytics Course,81,5843,$209.54,10,9,,"$1,979",11/9/2024,,tablet,data anaytics training
A2249,Data Analytics Course,102,"5,369",198,29,4,0.039,"1,659",19/11/2024,Hydrabad,tablet,data analytics course
A2250,Data Analytics Course,197,"4,047",203,15,3,0.015,"1,345",5/11/2024,Hydrabad,mobile,data analitics online
A2251,Data Analytics Course,84,"4,463",198,17,3,0.036,"1,110",11/2/2024,Hydrabad,mobile,analytics for data
A2252,Data Analytics Course,119,"4,610",223,18,3,0.025,"1,473",11/18/2024,Hydrabad,desktop,data analitics online
A2253,Data Analytics Course,96,"5,957",226,27,10,0.104,"1,062",11/21/2024,Hydrabad,mobile,data analitics online
A2254,Data Analytics Course,144,"5,704",197,29,6,0.042,"1,573",29/11/2024,Hydrabad,mobile,analytics for data
A2255,Data Analytics Course,148,"5,335",223,21,9,0.061,"1,251",11/20/2024,Hydrabad,tablet,data analitics online
A2256,Data Analytics Course,151,4901,$224.29,27,7,,"$1,425",11/5/2024,,MOBILE,data anaytics training
A2257,Data Analytics Course,175,5392,$187.74,17,9,,"$1,015",11/21/2024,,Tablet,data analitics online
A2258,Data Analytics Course,189,3461,$224.72,20,,,"$1,390",11/21/2024,,DESKTOP,data anaytics training
A2259,Data Analytics Course,157,"5,451",184,12,10,0.064,"1,180",29/11/2024,Hydrabad,desktop,data analytics course
A2260,Data Analytics Course,126,,$201.56,27,10,0.079,"$1,122",11/21/2024,,Desktop,analytics for data
A2261,Data Analytics Course,85,3770,$204.04,30,7,,"$1,238",14/11/2024,,mobile,learn data analytics
A2262,Data Analytics Course,89,3573,$193.53,,10,0.112,"$1,926",15/11/2024,,Desktop,learn data analytics
A2263,Data Analytics Course,152,4092,$196.66,10,5,,"$1,396",11/11/2024,,Desktop,analytics for data
A2264,Data Analytics Course,126,"3,999",182,22,9,0.071,"1,145",11/27/2024,Hydrabad,mobile,online data analytic
A2265,Data Analytics Course,153,"3,354",243,24,6,0.039,"1,536",11/10/2024,Hydrabad,mobile,data analytics course
A2266,Data Analytics Course,98,"4,801",187,10,3,0.031,"1,121",11/7/2024,Hydrabad,desktop,learn data analytics
A2267,Data Analytics Course,145,4799,$194.74,17,6,,"$1,381",7/11/2024,,Desktop,analytics for data
A2268,Data Analytics Course,179,3753,$220.87,23,6,,"$1,966",11/14/2024,,tablet,data analytics course
A2269,Data Analytics Course,108,4698,$187.19,19,10,,"$1,118",15/11/2024,,MOBILE,data analitics online
A2270,Data Analytics Course,191,"3,522",217,25,5,0.026,"1,835",11/24/2024,Hydrabad,tablet,data anaytics training
A2271,Data Analytics Course,183,"3,363",212,10,9,0.049,"1,511",7/11/2024,Hydrabad,tablet,data analitics online
A2272,Data Analytics Course,175,"5,924",223,14,3,0.017,"1,505",11/4/2024,Hydrabad,mobile,analytics for data
A2273,Data Analytics Course,97,"3,558",196,13,3,0.058,"1,544",11/11/2024,Hydrabad,desktop,data analytics course
A2274,Data Analytics Course,159,"4,208",237,13,8,0.05,"1,849",11/16/2024,Hydrabad,tablet,data anaytics training
A2275,Data Analytics Course,125,"3,607",224,22,9,0.072,"1,392",2/11/2024,Hydrabad,tablet,analytics for data
A2276,Data Analytics Course,193,,$199.27,13,9,,"$1,612",8/11/2024,,mobile,data analitics online
A2277,Data Analytics Course,110,"5,220",233,16,4,0.036,"1,711",15/11/2024,Hydrabad,mobile,data anaytics training
A2278,Data Analytics Course,83,"5,247",231,27,3,0.054,"1,636",11/4/2024,Hydrabad,desktop,data analitics online
A2279,Data Analytics Course,166,"5,522",218,13,3,0.018,"1,235",11/22/2024,Hydrabad,desktop,online data analytic
A2280,Data Analytics Course,108,"3,682",214,20,3,0.028,"1,553",27/11/2024,Hydrabad,desktop,learn data analytics
A2281,Data Analytics Course,84,4549,$191.96,15,7,,"$1,303",13/11/2024,,desktop,data analytics course
A2282,Data Analytics Course,117,5170,,16,10,0.085,,20/11/2024,,tablet,data analitics online
A2283,Data Analytics Course,195,"3,122",205,24,4,0.043,"1,326",11/14/2024,Hydrabad,mobile,data anaytics training
A2284,Data Analytics Course,149,3650,$220.25,17,3,0.02,,29/11/2024,,MOBILE,data analitics online
A2285,Data Analytics Course,142,5436,$237.09,14,7,,"$1,269",20/11/2024,,Tablet,online data analytic
A2286,Data Analytics Course,98,"5,485",182,16,5,0.051,"1,518",11/19/2024,Hydrabad,desktop,learn data analytics
A2287,Data Analytics Course,169,3778,,11,3,0.018,"$1,721",14/11/2024,,Desktop,data anaytics training
A2288,Data Analytics Course,99,3051,,18,6,0.053,"$1,762",11/29/2024,,MOBILE,online data analytic
A2289,Data Analytics Course,170,"5,286",191,22,7,0.041,"1,110",11/9/2024,Hydrabad,desktop,data analitics online
A2290,Data Analytics Course,,3533,$248.96,22,4,,"$1,606",5/11/2024,,mobile,data anaytics training
A2291,Data Analytics Course,156,"5,125",182,26,10,0.064,"1,658",16/11/2024,Hydrabad,mobile,data analytics course
A2292,Data Analytics Course,91,"4,500",242,20,3,0.033,"1,902",11/22/2024,Hydrabad,mobile,data analitics online
A2293,Data Analytics Course,140,"4,633",229,15,4,0.049,"1,738",11/20/2024,Hydrabad,mobile,data analitics online
A2294,Data Analytics Course,142,3155,$229.01,,10,0.053,"$1,955",1/11/2024,,mobile,learn data analytics
A2295,Data Analytics Course,198,"3,444",196,27,4,0.056,"1,317",10/11/2024,Hydrabad,desktop,data analitics online
A2296,Data Analytics Course,88,"4,253",211,23,8,0.051,"1,918",11/11/2024,Hydrabad,tablet,data analitics online
A2297,Data Analytics Course,130,4925,$201.10,26,5,,"$1,301",15/11/2024,,Tablet,analytics for data
A2298,Data Analytics Course,186,"3,576",214,26,4,0.022,"1,689",2/11/2024,Hydrabad,tablet,learn data analytics
A2299,Data Analytics Course,146,"5,831",203,19,5,0.055,"1,216",28/11/2024,Hydrabad,mobile,analytics for data
A2300,Data Analytics Course,199,"5,147",203,27,10,0.05,"1,126",30/11/2024,Hydrabad,tablet,data analytics course
A2301,Data Analytics Course,94,"4,242",209,14,5,0.053,"1,122",11/17/2024,Hydrabad,tablet,learn data analytics
A2302,Data Analytics Course,119,5530,$205.75,25,9,,"$1,725",11/14/2024,,MOBILE,analytics for data
A2303,Data Analytics Course,168,4614,$241.24,28,9,,"$1,307",11/1/2024,,mobile,online data analytic
A2304,Data Analytics Course,117,"5,016",249,10,9,0.077,"1,832",2/11/2024,Hydrabad,tablet,learn data analytics
A2305,Data Analytics Course,156,"5,072",249,18,3,0.058,"1,701",11/12/2024,Hydrabad,mobile,learn data analytics
A2306,Data Analytics Course,151,"4,805",242,22,3,0.056,"1,571",11/3/2024,Hydrabad,tablet,online data analytic
A2307,Data Analytics Course,133,4474,$198.99,10,,,"$1,394",11/3/2024,,MOBILE,online data analytic
A2308,Data Analytics Course,105,"5,151",188,14,9,0.032,"1,595",11/3/2024,Hydrabad,tablet,online data analytic
A2309,Data Analytics Course,98,4515,$219.39,12,7,,"$1,805",11/7/2024,,desktop,learn data analytics
A2310,Data Analytics Course,93,"4,269",248,21,8,0.086,"1,543",19/11/2024,Hydrabad,tablet,learn data analytics
A2311,Data Analytics Course,165,3759,$231.62,23,,,"$1,052",11/28/2024,,MOBILE,analytics for data
A2312,Data Analytics Course,156,"4,476",187,17,10,0.033,"1,372",11/13/2024,Hydrabad,tablet,analytics for data
A2313,Data Analytics Course,166,"5,749",237,11,5,0.036,"1,780",11/15/2024,Hydrabad,desktop,analytics for data
A2314,Data Analytics Course,134,"5,166",192,10,3,0.037,"1,526",11/4/2024,Hydrabad,mobile,learn data analytics
A2315,Data Analytics Course,103,3687,$194.73,27,4,,"$1,347",11/15/2024,,tablet,learn data analytics
A2316,Data Analytics Course,95,"4,939",219,26,3,0.032,"1,785",7/11/2024,Hydrabad,mobile,data anaytics training
A2317,Data Analytics Course,155,"3,180",230,15,8,0.052,"1,832",15/11/2024,Hydrabad,desktop,data analytics course
A2318,Data Analytics Course,184,"3,981",193,16,3,0.035,"1,359",30/11/2024,Hydrabad,tablet,learn data analytics
A2319,Data Analytics Course,186,"3,392",218,29,7,0.038,"1,012",8/11/2024,Hydrabad,desktop,analytics for data
A2320,Data Analytics Course,93,"3,160",221,30,8,0.086,"1,472",11/8/2024,Hydrabad,desktop,data analitics online
A2321,Data Analytics Course,138,"4,699",203,26,9,0.065,"1,133",11/25/2024,Hydrabad,tablet,online data analytic
A2322,Data Analytics Course,96,"3,730",218,16,4,0.042,"1,283",11/7/2024,Hydrabad,desktop,analytics for data
A2323,Data Analytics Course,127,5221,$226.67,17,3,,"$1,384",11/3/2024,,tablet,data anaytics training
A2324,Data Analytics Course,92,"3,299",189,11,9,0.098,"1,678",11/27/2024,Hydrabad,desktop,data analitics online
A2325,Data Analytics Course,156,"5,634",247,16,5,0.032,"1,925",8/11/2024,Hydrabad,tablet,data analytics course
A2326,Data Analytics Course,113,"5,991",211,16,3,0.027,"1,499",16/11/2024,Hydrabad,tablet,learn data analytics
A2327,Data Analytics Course,84,3917,$233.19,13,10,0.049,,11/11/2024,,DESKTOP,data analytics course
A2328,Data Analytics Course,189,"5,335",181,27,9,0.048,"1,734",8/11/2024,Hydrabad,mobile,online data analytic
A2329,Data Analytics Course,149,"4,550",219,11,9,0.06,"1,659",11/16/2024,Hydrabad,tablet,online data analytic
A2330,Data Analytics Course,100,"5,805",181,15,4,0.04,"1,195",4/11/2024,Hydrabad,desktop,learn data analytics
A2331,Data Analytics Course,105,5156,$201.01,25,10,,"$1,472",11/11/2024,,Desktop,analytics for data
A2332,Data Analytics Course,86,"5,060",249,15,4,0.047,"1,761",15/11/2024,Hydrabad,tablet,data analitics online
A2333,Data Analytics Course,93,"5,178",245,14,5,0.054,"1,080",11/8/2024,Hydrabad,mobile,data analitics online
A2334,Data Analytics Course,180,3076,$227.91,12,10,0.056,,5/11/2024,,Desktop,online data analytic
A2335,Data Analytics Course,156,"3,218",236,28,6,0.038,"1,289",11/16/2024,Hydrabad,tablet,data analitics online
A2336,Data Analytics Course,124,"4,682",208,20,3,0.033,"1,550",11/3/2024,Hydrabad,tablet,online data analytic
A2337,Data Analytics Course,177,"3,592",205,29,9,0.051,"1,271",11/15/2024,Hydrabad,desktop,data anaytics training
A2338,Data Analytics Course,156,3506,$242.90,13,,,"$1,208",11/1/2024,,desktop,analytics for data
A2339,Data Analytics Course,132,"3,562",238,23,4,0.03,"1,033",29/11/2024,Hydrabad,tablet,data analytics course
A2340,Data Analytics Course,178,,$203.60,12,3,0.017,"$1,155",11/2/2024,,tablet,analytics for data
A2341,Data Analytics Course,153,"3,953",238,20,6,0.053,"1,388",26/11/2024,Hydrabad,tablet,learn data analytics
A2342,Data Analytics Course,187,"4,891",224,14,8,0.043,"1,014",11/26/2024,Hydrabad,mobile,online data analytic
A2343,Data Analytics Course,155,"4,976",183,10,5,0.053,"1,554",13/11/2024,Hydrabad,tablet,online data analytic
A2344,Data Analytics Course,90,5781,$200.71,28,5,0.046,,7/11/2024,,Mobile,data analitics online
A2345,Data Analytics Course,172,"3,001",211,14,4,0.023,"1,192",11/25/2024,Hydrabad,tablet,data analitics online
A2346,Data Analytics Course,92,"5,728",225,14,9,0.098,"1,876",26/11/2024,Hydrabad,tablet,online data analytic
A2347,Data Analytics Course,162,"5,103",188,13,9,0.056,"1,264",11/28/2024,Hydrabad,mobile,analytics for data
A2348,Data Analytics Course,193,"3,131",198,22,5,0.035,"1,870",11/19/2024,Hydrabad,tablet,data analytics course
A2349,Data Analytics Course,,3547,$238.34,13,5,,"$1,130",11/2/2024,,desktop,data analitics online
A2350,Data Analytics Course,185,"4,070",201,21,5,0.027,"1,503",11/7/2024,Hydrabad,mobile,online data analytic
A2351,Data Analytics Course,117,"3,350",244,23,5,0.056,"1,204",11/14/2024,Hydrabad,desktop,analytics for data
A2352,Data Analytics Course,123,"4,976",244,14,4,0.033,"1,579",11/2/2024,Hydrabad,desktop,analytics for data
A2353,Data Analytics Course,181,5612,$203.66,17,3,0.017,,7/11/2024,,Tablet,data anaytics training
A2354,Data Analytics Course,118,"4,390",214,24,8,0.068,"1,071",11/18/2024,Hydrabad,tablet,analytics for data
A2355,Data Analytics Course,82,"3,698",229,30,9,0.11,"1,246",11/20/2024,Hydrabad,mobile,learn data analytics
A2356,Data Analytics Course,175,4295,$195.17,18,6,,"$1,939",27/11/2024,,Tablet,data analitics online
A2357,Data Analytics Course,130,"3,332",202,14,5,0.038,"1,184",11/14/2024,Hydrabad,desktop,online data analytic
A2358,Data Analytics Course,92,"4,082",186,25,5,0.054,"1,046",11/24/2024,Hydrabad,tablet,online data analytic
A2359,Data Analytics Course,159,4464,$204.86,27,3,,"$1,963",20/11/2024,,TABLET,analytics for data
A2360,Data Analytics Course,193,"5,263",241,18,6,0.054,"1,670",11/21/2024,Hydrabad,tablet,online data analytic
A2361,Data Analytics Course,98,"4,371",246,25,7,0.071,"1,114",11/14/2024,Hydrabad,tablet,analytics for data
A2362,Data Analytics Course,176,"3,657",209,19,3,0.017,"1,171",11/7/2024,Hydrabad,desktop,online data analytic
A2363,Data Analytics Course,182,"5,833",244,20,5,0.027,"1,206",14/11/2024,Hydrabad,desktop,data analytics course
A2364,Data Analytics Course,85,"3,077",200,11,10,0.118,"1,876",11/23/2024,Hydrabad,mobile,analytics for data
A2365,Data Analytics Course,98,"3,646",239,14,6,0.034,"1,586",14/11/2024,Hydrabad,desktop,data analytics course
A2366,Data Analytics Course,160,"3,139",231,28,5,0.031,"1,449",15/11/2024,Hydrabad,desktop,analytics for data
A2367,Data Analytics Course,179,"4,005",232,16,10,0.056,"1,553",11/24/2024,Hydrabad,desktop,analytics for data
A2368,Data Analytics Course,,4315,$196.30,24,5,,"$1,364",11/26/2024,,Mobile,data analytics course
A2369,Data Analytics Course,195,3876,$187.59,28,3,,"$1,828",21/11/2024,,mobile,data analytics course
A2370,Data Analytics Course,197,3174,,22,7,0.036,"$1,527",11/14/2024,,tablet,data analitics online
A2371,Data Analytics Course,92,"5,550",226,28,8,0.087,"1,322",21/11/2024,Hydrabad,tablet,learn data analytics
A2372,Data Analytics Course,90,"3,526",211,10,3,0.037,"1,395",11/20/2024,Hydrabad,desktop,online data analytic
A2373,Data Analytics Course,149,3192,,,4,0.038,"$1,708",11/14/2024,,TABLET,online data analytic
A2374,Data Analytics Course,82,"4,132",247,11,6,0.073,"1,091",11/12/2024,Hydrabad,tablet,data anaytics training
A2375,Data Analytics Course,151,"5,826",227,16,8,0.053,"1,511",11/25/2024,Hydrabad,desktop,learn data analytics
A2376,Data Analytics Course,162,"5,997",240,20,5,0.035,"1,144",24/11/2024,Hydrabad,mobile,data analitics online
A2377,Data Analytics Course,197,"4,541",244,19,9,0.057,"1,701",11/11/2024,Hydrabad,desktop,data anaytics training
A2378,Data Analytics Course,133,"4,642",185,22,4,0.032,"1,074",11/14/2024,Hydrabad,desktop,online data analytic
A2379,Data Analytics Course,194,5509,$235.45,18,5,,"$1,025",11/12/2024,,Tablet,online data analytic
A2380,Data Analytics Course,169,"3,647",194,12,6,0.036,"1,697",11/22/2024,Hydrabad,desktop,learn data analytics
A2381,Data Analytics Course,149,5209,$183.91,18,10,,"$1,799",29/11/2024,,DESKTOP,learn data analytics
A2382,Data Analytics Course,124,"5,980",201,25,4,0.032,"1,768",11/4/2024,Hydrabad,desktop,learn data analytics
A2383,Data Analytics Course,170,5443,$235.99,23,5,,"$1,314",21/11/2024,,mobile,analytics for data
A2384,Data Analytics Course,127,"5,326",226,18,10,0.04,"1,040",21/11/2024,Hydrabad,mobile,online data analytic
A2385,Data Analytics Course,114,"5,565",210,16,4,0.035,"1,800",11/7/2024,Hydrabad,desktop,data anaytics training
A2386,Data Analytics Course,154,"3,312",203,16,5,0.042,"1,977",11/4/2024,Hydrabad,desktop,data anaytics training
A2387,Data Analytics Course,,4369,$225.53,28,4,,"$1,241",11/23/2024,,tablet,data analitics online
A2388,Data Analytics Course,126,"3,570",215,28,9,0.071,"1,078",12/11/2024,Hydrabad,tablet,data anaytics training
A2389,Data Analytics Course,,3883,$225.89,23,5,,"$1,183",21/11/2024,,Mobile,online data analytic
A2390,Data Analytics Course,125,"5,736",197,30,5,0.04,"1,265",18/11/2024,Hydrabad,mobile,analytics for data
A2391,Data Analytics Course,197,"5,921",215,18,6,0.03,"1,975",11/14/2024,Hydrabad,desktop,learn data analytics
A2392,Data Analytics Course,98,3687,$206.70,12,10,,"$1,640",11/7/2024,,MOBILE,online data analytic
A2393,Data Analytics Course,164,"5,334",204,18,6,0.057,"1,128",18/11/2024,Hydrabad,desktop,data analytics course
A2394,Data Analytics Course,111,4647,$247.00,15,4,,"$1,601",11/29/2024,,Desktop,learn data analytics
A2395,Data Analytics Course,191,3485,$212.43,10,7,,"$1,813",28/11/2024,,mobile,analytics for data
A2396,Data Analytics Course,149,"5,720",212,14,5,0.034,"1,612",11/29/2024,Hydrabad,desktop,data analytics course
A2397,Data Analytics Course,183,"3,540",222,15,3,0.016,"1,248",11/11/2024,Hydrabad,mobile,learn data analytics
A2398,Data Analytics Course,198,4035,$215.94,22,8,,,10/11/2024,,mobile,learn data analytics
A2399,Data Analytics Course,170,3024,$234.76,11,10,,"$1,941",6/11/2024,,MOBILE,learn data analytics
A2400,Data Analytics Course,174,"4,334",186,12,4,0.023,"1,457",11/22/2024,Hydrabad,mobile,analytics for data
A2401,Data Analytics Course,91,"4,038",197,23,6,0.066,"1,000",11/29/2024,Hydrabad,mobile,data analitics online
A2402,Data Analytics Course,197,4347,$215.20,20,6,,"$1,204",11/26/2024,,desktop,online data analytic
A2403,Data Analytics Course,,"5,803",203,16,8,0.034,"1,397",11/30/2024,Hydrabad,mobile,analytics for data
A2404,Data Analytics Course,152,"4,182",233,19,5,0.033,"1,719",11/13/2024,Hydrabad,mobile,data analytics course
A2405,Data Analytics Course,189,"4,809",225,27,10,0.053,"1,324",11/18/2024,Hydrabad,mobile,analytics for data
A2406,Data Analytics Course,,5640,$210.51,13,8,,"$1,536",11/11/2024,,Desktop,data analytics course
A2407,Data Analytics Course,159,"3,401",223,18,3,0.019,"1,849",11/5/2024,Hydrabad,desktop,data analitics online
A2408,Data Analytics Course,175,"5,561",232,20,8,0.057,"1,174",11/14/2024,Hydrabad,mobile,data analytics course
A2409,Data Analytics Course,175,5720,$243.80,17,6,,,11/26/2024,,desktop,data analitics online
A2410,Data Analytics Course,82,"4,898",215,25,8,0.098,"1,776",9/11/2024,Hydrabad,tablet,analytics for data
A2411,Data Analytics Course,146,5871,$218.69,30,4,,,11/22/2024,,desktop,learn data analytics
A2412,Data Analytics Course,85,"5,954",202,18,6,0.071,"1,526",11/27/2024,Hydrabad,tablet,analytics for data
A2413,Data Analytics Course,128,"3,487",236,25,6,0.047,"1,961",2/11/2024,Hydrabad,tablet,data analytics course
A2414,Data Analytics Course,153,"3,808",190,19,8,0.052,"1,246",2/11/2024,Hydrabad,tablet,data analytics course
A2415,Data Analytics Course,192,5720,$243.11,30,9,,"$1,555",11/2/2024,,Mobile,online data analytic
A2416,Data Analytics Course,148,"4,721",189,26,8,0.054,"1,176",11/1/2024,Hydrabad,mobile,online data analytic
A2417,Data Analytics Course,153,"4,768",214,25,5,0.041,"1,837",26/11/2024,Hydrabad,tablet,data analitics online
A2418,Data Analytics Course,,"5,494",188,23,8,0.046,"1,402",24/11/2024,Hydrabad,tablet,data analytics course
A2419,Data Analytics Course,169,,$180.58,30,7,0.049,"$1,661",11/26/2024,,mobile,data anaytics training
A2420,Data Analytics Course,146,"5,173",234,20,7,0.048,"1,089",11/28/2024,Hydrabad,mobile,online data analytic
A2421,Data Analytics Course,81,"4,808",189,17,9,0.111,"1,759",25/11/2024,Hydrabad,desktop,online data analytic
A2422,Data Analytics Course,185,,$234.72,18,6,0.032,"$1,508",11/27/2024,,DESKTOP,data analitics online
A2423,Data Analytics Course,90,5319,$208.19,13,7,,"$1,719",11/26/2024,,tablet,data anaytics training
A2424,Data Analytics Course,155,"4,532",203,19,8,0.052,"1,709",17/11/2024,Hydrabad,desktop,learn data analytics
A2425,Data Analytics Course,125,3458,$180.49,19,3,,"$1,754",11/9/2024,,TABLET,data analitics online
A2426,Data Analytics Course,151,5432,$204.76,18,9,0.06,,11/13/2024,,Mobile,data anaytics training
A2427,Data Analytics Course,82,"3,052",211,12,3,0.037,"1,917",11/6/2024,Hydrabad,desktop,learn data analytics
A2428,Data Analytics Course,198,"5,718",194,13,8,0.04,"1,118",11/16/2024,Hydrabad,tablet,data anaytics training
A2429,Data Analytics Course,115,"4,762",242,20,8,0.058,"1,555",3/11/2024,Hydrabad,desktop,data analytics course
A2430,Data Analytics Course,158,"4,953",243,20,8,0.051,"1,955",11/4/2024,Hydrabad,tablet,learn data analytics
A2431,Data Analytics Course,102,"3,784",219,13,9,0.045,"1,967",11/20/2024,Hydrabad,desktop,data analytics course
A2432,Data Analytics Course,93,,$192.81,22,7,0.075,"$1,726",11/18/2024,,Desktop,learn data analytics
A2433,Data Analytics Course,198,"5,860",185,24,9,0.041,"1,950",11/1/2024,Hydrabad,tablet,data anaytics training
A2434,Data Analytics Course,174,"4,169",189,23,8,0.046,"1,110",11/14/2024,Hydrabad,tablet,data analytics course
A2435,Data Analytics Course,193,5831,,24,5,,"$1,265",11/14/2024,,mobile,online data analytic
A2436,Data Analytics Course,117,5269,$196.10,26,,,"$1,096",5/11/2024,,Desktop,online data analytic
A2437,Data Analytics Course,147,"5,793",240,25,5,0.049,"1,645",11/27/2024,Hydrabad,tablet,data analytics course
A2438,Data Analytics Course,179,3338,$218.33,30,7,0.039,,11/24/2024,,desktop,data analitics online
A2439,Data Analytics Course,194,4297,$237.87,22,3,,"$1,739",11/29/2024,,Desktop,data analytics course
A2440,Data Analytics Course,112,3961,$214.45,13,7,,"$1,594",11/17/2024,,Desktop,analytics for data
